ID	WT_GpB_1	WT_GpB_2	WT_GpA_1	WT_GpA_2	WT_GpA_3	WT_GpA_4	WT_GpA_5	WT_GpA_6	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
CNTD2	1	1	4	2	7	1	1	0	0	0	0	0	0	0	0	0
CNTF	1	0	3	0	1	1	1	3	0	0	0	0	0	0	0	0
CNTFR	1	2	3	13	7	1	1	1	0	0	0	0	0	0	0	0
CNTLN	6	147	107	22	107	11	7	19	1	16	7	3	74	0	2	2
CNTN2	1	0	1	4	1	1	2	1	0	0	0	0	0	0	0	0
CNTN3	1	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0
CNTN4	6	2	1	10	1	7	2	6	0	0	0	0	0	0	0	0
CNTN5	2	1	2	1	2	2	2	2	0	0	0	0	0	0	0	0
CNTN6	4	1	6	11	5	5	6	4	0	0	0	0	0	0	0	0
CNTNAP2	1669	14	166	8	95	35	2	1	71	0	21	1	5	1	0	1
CNTNAP4	6	16	4	22	6	7	8	5	1	0	1	5	2	2	3	6
CNTNAP5	3	1	2	13	3	3	4	3	4	0	5	0	1	0	0	2
COA5	339	264	460	243	275	417	390	352	19	38	29	40	32	51	44	37
COBLL1	5740	72	2645	636	104	3791	3218	6145	1268	13	1015	335	57	1080	753	1482
COCH	538	836	305	146	107	78	392	2682	121	239	144	89	22	11	73	576
COL10A1	2	1	2	5	2	2	2	2	0	0	0	0	0	0	0	0
COL11A1	3	1	3	7	3	4	4	3	1	0	1	0	1	0	0	2
COL11A2	13	10	14	26	24	10	6	7	1	2	1	1	1	0	5	3
COL12A1	53	2	70	88	19	53	75	8	71	23	33	42	12	46	42	28
COL13A1	2	1	5	4	2	2	3	14	1	0	1	0	1	0	0	1
COL14A1	2	1	2	3	2	2	2	2	1	0	2	0	1	0	0	2
COL15A1	2	19	7	10	2	8	9	7	4	6	1	2	2	1	6	1
COL16A1	15	3	33	62	36	19	24	14	6	11	9	8	6	12	17	10
COL17A1	4	10	4	15	5	5	6	4	4	3	1	2	1	3	3	1
COL18A1	2	105	35	108	44	178	101	9	1	14	3	4	7	9	6	2
COL19A1	190	152	172	157	242	161	87	210	23	16	26	29	34	26	13	37
COL20A1	1	1	1	5	2	2	2	1	0	0	0	0	0	0	0	0
COL22A1	3	3	3	6	3	3	3	3	1	0	1	0	1	0	0	2
COL23A1	2	7	3	6	4	2	2	4	0	0	0	0	0	0	0	0
COL24A1	1	21	2	5	16	6	7	1	1	5	14	0	3	2	0	9
COL25A1	1	1	3	3	2	2	2	1	0	0	0	0	0	0	0	0
COL27A1	1	72	4	4	8	6	1	1	1	5	1	1	1	0	0	1
COL28A1	5	2	6	6	9	1	5	1	1	0	1	0	1	0	0	1
COL2A1	10	2	12	23	11	12	15	9	10	3	5	7	4	10	8	5
COL3A1	3	1	3	11	4	4	4	3	0	0	0	0	0	0	0	0
COL4A1	7	2	17	22	7	43	30	6	44	6	5	8	4	7	17	1
COL4A2	39	16	29	87	469	13	33	23	18	1	3	8	24	3	5	1
COL4A3	322	361	882	38	66	169	168	0	72	39	69	2	14	28	16	0
COL4A4	245	443	857	44	110	243	255	1	50	68	52	3	4	32	31	2
COL4A5	6	4	13	43	6	22	26	5	11	1	1	4	1	8	3	1
COL4A6	1	0	1	2	1	1	2	1	1	0	1	0	1	0	0	1
COL5A1	18	7	38	37	21	22	28	17	105	18	28	44	13	41	54	27
COL5A2	19	19	33	21	24	16	16	19	0	0	0	0	0	0	0	0
COL5A3	7	119	16	18	8	26	10	14	1	9	3	0	1	0	2	2
COL6A1	5	273	16	52	134	5	1	93	5	77	7	27	11	14	3	46
COL6A2	6	243	54	154	128	29	20	120	66	75	26	55	21	29	20	46
COL6A3	84	3	70	60	48	26	33	60	47	9	22	20	13	15	35	13
COL6A4P2	24	1	2	6	0	6	0	2	0	0	0	0	0	0	0	0
COL6A6	3	1	3	3	3	3	4	3	1	0	2	0	2	0	3	1
COL7A1	84	1113	58	111	34	118	39	17	17	117	6	3	3	7	6	2
COL8A1	33	4	77	54	40	44	58	31	56	29	33	30	15	70	68	12
COL8A2	54	55	32	128	43	79	73	22	5	8	3	12	9	11	7	5
COL9A1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1
COL9A3	309	121	158	123	399	29	104	55	92	15	35	19	59	6	30	17
COLCA1	52	40	36	9	10	13	13	109	0	1	4	7	5	8	11	7
COLCA2	11	62	26	2	4	6	6	93	9	22	11	2	1	1	1	39
COLEC12	43	7	84	97	97	111	9	473	13	18	17	35	12	12	15	55
COLGALT2	83	57	92	58	65	124	75	9	7	14	8	4	12	16	6	2
COLQ	52	40	55	57	47	46	61	43	4	1	5	3	4	1	5	6
COMMD3-BMI1	0	0	0	0	0	0	0	0	0	1	2	3	5	10	14	1
COMP	3	6	2	13	2	6	0	0	0	0	0	0	0	0	0	0
COPZ2	77	39	39	81	231	52	5	17	10	8	3	8	4	8	1	4
COQ2	93	240	87	216	187	304	184	90	30	68	16	49	56	74	53	11
COQ3	221	209	201	257	166	390	256	318	36	51	22	33	16	38	33	42
CORIN	8	2	4	3	2	2	2	10	0	0	0	0	0	0	0	0
CORO2A	29	19	44	108	786	37	368	62	6	3	5	9	80	8	34	0
CORO2B	2	4	2	9	2	2	3	2	0	0	0	0	0	0	0	0
CORO6	64	49	65	158	65	92	2	58	6	6	8	8	6	2	6	10
CORO7	306	218	414	553	213	348	376	108	0	0	0	0	0	0	0	0
CORT	1	1	6	1	1	7	4	4	0	0	0	0	0	0	0	0
COX10-AS1	144	142	114	76	64	126	187	118	0	0	0	0	0	0	0	0
COX19	735	375	1060	516	858	808	811	552	31	39	18	35	23	20	19	28
COX7B2	1	0	1	2	1	1	1	1	1	0	1	3	2	1	1	3
CP	6	2	8	13	7	7	9	6	22	4	3	9	1	8	4	1
CPA2	2	1	6	5	3	3	3	2	0	0	0	0	0	0	0	0
CPA3	5	30	0	3	1	1	1	1	0	6	0	2	2	0	0	1
CPA4	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0
CPA5	0	8	1	7	0	5	2	0	0	0	0	0	0	0	0	0
CPAMD8	3	7	1	8	6	0	0	2	0	0	0	0	0	0	0	0
CPE	27	4	109	85	32	107	45	52	384	109	109	187	59	171	202	63
CPEB1	47	49	261	13	5	52	235	38	57	20	27	2	5	8	78	1
CPEB1-AS1	5	0	4	1	1	5	6	3	0	0	0	0	0	0	0	0
CPEB3	209	205	288	262	225	297	448	348	10	21	23	29	26	26	29	56
CPED1	7	21	18	27	75	29	11	32	0	3	4	5	14	11	6	4
CPLX2	5	1	4	11	5	5	6	5	0	0	0	0	0	0	0	0
CPLX3	1	0	1	5	10	1	1	1	0	0	0	0	0	0	0	0
CPM	4	105	11	40	186	26	3	243	2	24	2	10	24	3	0	18
CPNE4	1	18	2	4	1	1	2	8	0	4	0	3	1	1	0	3
CPNE5	573	395	782	226	56	337	284	1290	94	81	93	44	11	53	50	207
CPNE6	6	3	3	8	1	1	1	45	0	0	0	0	0	0	0	0
CPNE7	20	33	21	67	26	78	72	12	0	4	1	2	5	12	6	1
CPNE8	5	115	7	30	411	2	2	8	0	29	2	12	171	1	2	2
CPS1	18	4	17	9	20	20	81	2	0	0	0	0	0	0	0	0
CPSF4L	1	0	1	3	1	1	1	1	0	0	0	0	0	0	0	0
CPT1B	6	2	12	2	5	12	3	2	61	46	101	54	111	106	76	38
CPT1C	0	10	3	27	0	20	1	6	0	3	0	1	0	9	0	0
CPVL	0	10	0	0	6	0	0	2	0	0	0	0	0	0	0	0
CPXM1	2	143	5	133	213	23	3	10	1	74	2	15	48	9	1	1
CPXM2	3	17	3	9	4	4	5	3	1	1	1	2	2	1	2	1
CPZ	2	1	1	5	2	2	2	2	0	0	0	0	0	0	0	0
CR1	19	304	14	54	52	94	13	16	9	196	4	11	23	13	0	0
CRABP1	7	130	9	26	16	8	10	22	4	17	3	6	1	13	6	1
CRABP2	57	27	69	207	36	52	30	68	18	18	13	13	1	15	9	15
CRACR2B	32	13	90	60	23	18	25	102	4	1	5	17	4	2	4	24
CRADD	47	74	68	96	90	60	52	116	0	12	4	5	3	9	1	20
CRB2	3	35	27	16	28	26	14	8	7	1	0	8	4	1	0	2
CRB3	95	27	124	49	13	115	63	195	25	4	24	11	3	35	21	71
CREB3L1	12	15	73	138	56	75	110	35	12	12	11	20	11	21	28	14
CREB5	9	71	12	31	46	45	2	21	5	10	5	5	11	5	3	2
CRHBP	1	24	2	5	1	2	2	1	0	6	1	2	0	2	1	1
CRHR1-IT1	135	41	135	83	58	131	207	106	0	0	0	0	0	0	0	0
CRHR2	3	1	4	5	3	3	4	3	0	0	0	0	0	0	0	0
CRIM1	19	1469	74	185	234	113	158	364	21	449	19	79	45	25	13	73
CRIP2	83	13	63	183	197	31	1	56	74	21	44	80	35	128	154	24
CRIP3	11	7	10	16	20	27	17	10	13	10	4	11	3	22	36	4
CRIPAK	200	128	204	172	253	156	266	161	0	0	0	0	0	0	0	0
CRISPLD2	0	178	2	14	36	5	3	12	3	92	2	2	6	1	1	1
CRLF1	6	2	4	5	2	2	2	1	0	0	0	0	0	0	0	0
CRLF2	0	68	4	1	0	3	7	17	0	0	0	0	0	0	0	0
CRMP1	2	1	2	1	2	2	3	2	4	5	1	3	1	5	11	2
CROCCP2	344	256	439	296	257	519	343	317	0	0	0	0	0	0	0	0
CROCCP3	180	134	306	42	71	146	113	216	0	0	0	0	0	0	0	0
CRSP8P	8	5	9	15	12	18	9	15	0	0	0	0	0	0	0	0
CRTAM	9	4	11	35	16	12	15	45	3	0	3	6	3	0	4	10
CRX	4	5	2	5	7	0	4	4	0	0	0	0	0	0	0	0
CRY1	11	502	93	249	18	12	847	322	3	59	10	26	5	4	71	49
CRYAB	70	7	41	103	16	63	10	14	177	34	58	107	45	98	40	33
CRYBA1	1	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0
CRYBB2P1	186	197	223	187	177	206	189	153	0	0	0	0	0	0	0	0
CRYBG3	95	547	102	55	136	16	168	29	26	85	32	16	35	10	40	8
CRYGN	1	0	1	4	1	1	2	4	0	0	0	0	0	0	0	0
CRYGS	24	22	14	11	10	15	11	4	0	0	0	0	0	0	0	0
CRYL1	291	183	452	167	203	571	334	379	52	42	36	26	25	35	46	36
CRYM	2	0	2	4	51	0	0	77	1	1	1	5	6	0	0	7
CRYM-AS1	1	7	0	4	19	1	1	7	0	0	0	0	0	0	0	0
CSAD	333	309	281	307	202	227	298	210	18	23	44	30	36	38	46	46
CSDC2	2	1	3	7	2	2	2	2	0	0	0	0	0	0	0	0
CSF1R	0	529	16	59	296	36	10	175	0	250	4	23	43	10	7	36
CSF2	751	818	252	591	62	1292	1295	37	350	236	26	47	11	222	308	17
CSF2RA	4	1644	9	87	56	21	21	131	6	1460	22	41	31	19	26	39
CSF3	20	86	34	5	12	29	6	13	0	19	3	1	1	2	4	3
CSF3R	5	342	1	59	42	10	11	22	2	42	1	7	8	2	3	2
CSGALNACT1	46	436	143	161	387	99	51	101	9	16	6	17	7	6	6	12
CSMD1	2	32	2	20	2	2	3	2	9	2	4	0	1	2	0	2
CSMD2	2	1	2	2	2	2	3	2	0	0	0	0	0	0	0	0
CSMD3	4	1	8	6	4	5	5	4	8	0	3	2	1	3	2	2
CSNK1A1L	143	36	151	232	28	150	156	9	180	55	49	98	24	100	90	42
CSNK1A1P1	7	2	11	6	8	8	10	6	0	0	0	0	0	0	0	0
CSNK1E	1	1	7	2	4	7	2	1	0	0	0	0	0	0	0	0
CSPG4	5	1	10	24	54	5	6	10	15	13	2	7	2	7	4	1
CSPG5	2	17	2	21	5	6	5	16	0	0	0	0	0	0	0	0
CSRNP3	1	0	1	2	1	1	2	1	0	0	0	0	0	0	0	0
CSRP2	25	60	27	63	32	47	17	30	11	12	5	20	9	10	10	9
CST3	10	205	19	221	71	29	29	118	4	70	6	34	26	6	7	40
CST6	0	0	0	0	0	0	0	0	4	1	1	2	1	0	0	1
CST7	21	896	76	229	57	88	63	210	26	529	31	35	19	26	9	87
CSTA	7	730	5	81	71	22	11	73	2	378	8	38	58	10	2	47
CSTF3-AS1	8	10	10	9	12	14	5	9	0	0	0	0	0	0	0	0
CTAGE1	4	1	8	3	4	5	5	4	8	15	5	4	7	13	15	0
CTAGE10P	5	6	11	11	5	33	22	5	0	0	0	0	0	0	0	0
CTAGE11P	6	0	2	1	1	1	2	1	0	0	0	0	0	0	0	0
CTAGE7P	5	1	12	1	6	6	7	5	0	0	0	0	0	0	0	0
CTBP1-AS	11	3	14	7	16	4	14	23	0	0	0	0	0	0	0	0
CTBP1-AS2	179	115	382	191	359	250	247	302	0	0	0	0	0	0	0	0
CTBP2	39	589	64	126	136	65	77	113	26	85	16	38	13	15	21	22
CTC-338M12.4	51	61	93	34	43	70	62	46	0	0	0	0	0	0	0	0
CTCFL	0	0	0	0	0	0	0	0	0	3	4	7	5	12	9	7
CTD-2201I18.1	5	5	14	2	0	12	22	5	0	0	0	0	0	0	0	0
CTDSPL	3	101	14	22	14	11	3	24	0	3	0	1	2	0	3	1
CTF1	4	3	7	7	8	5	6	10	0	0	0	0	0	0	0	0
CTGF	3	6	5	22	3	3	13	3	18	25	4	35	11	15	8	8
CTGLF12P	22	78	43	12	19	19	15	20	0	0	0	0	0	0	0	0
CTH	346	38	810	79	757	698	785	37	105	16	205	28	163	165	144	13
CTHRC1	31	47	3	9	2	2	8	10	0	0	0	0	0	0	0	0
CTLA4	369	16	353	39	72	390	1101	62	226	4	106	16	17	117	220	19
CTNNA2	2	1	5	10	14	3	3	2	1	0	0	1	1	0	2	1
CTNNAL1	141	341	52	93	215	199	45	238	18	52	12	48	60	44	7	32
CTNNBIP1	429	325	572	561	266	471	535	677	8	22	10	13	11	14	17	22
CTNND1	12	10	15	34	10	47	43	12	397	242	125	272	129	347	292	67
CTNND2	2	1	3	9	4	2	31	4	0	0	0	0	0	0	0	0
CTRL	43	32	93	43	47	55	58	58	7	1	12	5	10	2	7	13
CTSE	14	3	39	6	2	19	179	4	0	0	3	2	1	6	13	5
CTSF	15	41	57	29	3	24	35	141	3	7	8	5	1	3	13	32
CTSK	89	39	119	57	128	142	79	40	0	1	9	2	16	16	7	3
CTSL	0	974	4	57	292	89	25	45	2	452	1	20	34	6	2	5
CTSL3P	2	1	3	8	2	2	3	2	0	0	0	0	0	0	0	0
CTSO	279	367	371	149	366	216	418	477	10	27	18	13	23	10	19	24
CTSV	13	19	24	12	18	27	3	10	1	8	1	4	1	0	2	2
CTSW	8	21	22	147	32	76	67	233	15	21	13	79	10	38	24	93
CTTNBP2	2	58	3	18	0	2	2	26	4	17	3	1	1	2	0	7
CTU1	107	51	92	142	73	79	179	88	48	30	22	28	13	30	55	35
CUBN	35	66	44	16	4	58	39	65	3	0	10	4	1	6	9	16
CUEDC1	2	67	13	26	52	8	8	35	2	5	0	5	1	3	2	2
CUX2	2	2	5	4	2	2	3	8	0	0	0	0	0	0	0	0
CUZD1	0	0	0	0	0	0	0	0	0	1	6	1	3	3	12	4
CX3CL1	450	972	434	144	337	63	88	35	138	228	12	19	45	9	5	2
CX3CR1	16	117	38	60	17	47	46	219	9	44	11	12	5	3	1	22
CXCL1	2	19	1	2	22	19	0	4	0	0	0	0	0	0	0	0
CXCL10	1	10	16	447	1	208	1384	3616	0	3	4	61	2	19	28	264
CXCL13	0	184	1	2	19	0	0	0	0	0	0	0	0	0	0	0
CXCL17	3	1	4	6	20	3	4	3	0	0	0	0	0	0	0	0
CXCL2	3	5	0	8	3	2	2	5	0	0	0	0	0	0	0	0
CXCL5	1	24	6	1	20	32	1	3	0	0	0	0	0	0	0	0
CXCL9	4	9	100	1216	4	434	6140	10036	1	0	9	63	1	29	125	511
CXCR6	8	12	34	55	33	15	57	91	3	3	3	5	6	0	0	11
CXorf21	363	331	376	100	460	197	110	322	16	49	43	13	66	19	4	35
CXorf23	298	310	163	77	160	84	161	179	13	29	18	14	22	20	20	12
CXorf36	4	0	3	2	1	5	1	1	0	0	0	0	0	0	0	0
CXorf40A	509	378	681	582	410	478	627	772	19	35	17	33	14	16	32	27
CXorf57	2	15	3	3	14	2	2	10	0	0	0	0	0	0	0	0
CXorf65	22	23	42	5	30	21	12	18	0	1	2	3	6	2	1	1
CXorf67	10	3	6	0	1	1	1	5	0	0	0	0	0	0	0	0
CXXC1P1	6	2	9	16	7	7	9	6	0	0	0	0	0	0	0	0
CXXC4	0	0	0	0	0	0	0	0	20	1	8	10	8	9	2	10
CYB561	181	292	224	565	2048	254	183	107	11	12	7	12	69	7	8	3
CYB561D1	1021	448	2202	760	1157	1293	1351	996	44	14	51	43	38	25	40	52
CYB5D1	390	268	418	318	141	353	723	412	9	7	19	10	7	11	22	18
CYB5RL	130	191	282	219	245	380	188	363	2	12	8	8	12	10	6	16
CYBRD1	384	935	2839	136	228	1379	269	288	24	70	228	16	32	165	44	52
CYCSP52	7	1	4	6	4	2	2	2	0	0	0	0	0	0	0	0
CYGB	10	74	25	40	59	12	14	19	10	9	2	8	2	11	18	1
CYP11A1	34	10	51	119	59	28	18	19	16	7	10	10	10	22	19	3
CYP19A1	1	6	1	2	3	1	1	21	0	0	0	0	0	0	0	0
CYP1A1	4	0	1	5	1	20	1	4	0	0	0	0	0	0	0	0
CYP1A2	1	0	3	3	1	1	12	1	0	0	0	0	0	0	0	0
CYP1B1	66	1255	71	527	1388	329	311	1144	13	240	30	229	244	52	38	185
CYP1B1-AS1	0	7	2	5	3	4	0	4	0	0	0	0	0	0	0	0
CYP24A1	1	25	1	4	1	1	2	1	0	0	0	0	0	0	0	0
CYP26B1	4	3	10	16	11	5	6	4	15	1	5	6	3	6	1	4
CYP27A1	5	13	17	92	543	30	8	289	0	4	3	36	78	12	2	49
CYP27B1	77	837	80	301	282	115	57	170	37	406	19	76	67	23	16	50
CYP2B7P	1	6	3	2	0	2	0	1	0	0	0	0	0	0	0	0
CYP2C18	64	267	201	56	2	219	210	139	9	24	18	4	0	17	15	13
CYP2C19	7	19	31	6	1	20	12	5	0	0	0	0	0	0	0	0
CYP2C9	11	58	18	3	2	2	9	39	0	0	0	0	0	0	0	0
CYP2D7	3	11	6	6	4	8	4	3	0	0	0	0	0	0	0	0
CYP2E1	0	4	5	0	1	2	2	7	0	0	0	0	0	0	0	0
CYP2J2	4	30	22	49	19	42	18	17	1	4	1	5	4	13	7	1
CYP2R1	445	251	460	157	373	330	377	170	14	19	24	16	23	32	53	18
CYP2S1	1	149	2	30	24	12	6	30	0	32	2	3	3	2	0	11
CYP2U1	389	231	653	186	119	504	523	454	64	27	66	21	14	37	53	50
CYP39A1	2	1	4	6	3	3	3	2	0	0	0	0	0	0	0	0
CYP3A4	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
CYP3A5	4	1	10	3	4	4	5	4	0	0	0	0	0	0	0	0
CYP3A7-CYP3A51P	3	1	4	6	4	4	5	3	0	0	0	0	0	0	0	0
CYP46A1	3	6	5	14	3	11	3	2	6	5	4	3	4	6	4	1
CYP4B1	5	6	8	11	5	5	6	4	1	3	2	2	1	2	1	3
CYP4F11	4	1	5	15	11	5	6	4	9	10	2	4	2	4	12	1
CYP4F12	3	1	5	10	4	4	4	3	6	4	1	4	2	5	4	0
CYP4F2	3	3	5	18	3	12	4	7	12	4	1	7	4	8	8	0
CYP4F22	0	0	0	0	0	0	0	0	3	3	0	5	1	3	0	1
CYP4F24P	2	1	5	6	3	3	3	2	0	0	0	0	0	0	0	0
CYP4F29P	16	48	25	10	0	16	0	17	0	0	0	0	0	0	0	0
CYP4F3	1	0	1	9	12	9	1	1	2	5	2	4	2	13	1	2
CYP4F35P	16	57	96	12	2	24	64	116	0	0	0	0	0	0	0	0
CYP4F8	3	1	1	8	3	4	4	3	6	1	3	2	0	1	7	1
CYP4V2	249	136	504	133	275	363	290	354	20	13	69	23	42	56	46	35
CYP4Z1	3	63	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CYP7B1	6	387	17	91	229	11	27	35	7	189	11	45	89	8	5	11
CYR61	35	7	37	206	21	57	64	11	70	34	35	73	26	66	56	27
CYS1	12	9	21	9	114	14	11	5	0	0	0	0	0	0	0	0
CYSLTR2	1	181	1	35	2	2	16	6	0	7	0	2	0	0	0	1
CYSRT1	5	9	14	6	18	12	5	2	0	0	0	0	0	0	0	0
CYTH3	61	113	96	247	209	110	85	106	4	7	4	9	6	7	13	6
CYTL1	0	17	0	4	9	0	0	3	0	0	0	0	0	0	0	0
DAAM2	5	1	4	19	6	6	7	5	0	0	0	0	0	0	0	0
DAB2	6	418	21	116	183	56	25	69	1	109	9	16	40	4	13	23
DAB2IP	25	51	116	360	71	97	100	56	20	10	12	20	5	31	19	19
DACH1	6	42	1	8	1	1	2	4	0	0	0	0	0	0	0	0
DACH2	2	1	1	4	2	2	2	1	5	0	3	0	1	0	0	2
DACT1	74	113	73	134	35	490	254	104	26	13	10	16	3	86	36	12
DACT3	93	39	106	183	208	109	116	44	13	5	12	10	21	6	6	4
DAGLA	6	45	20	51	230	54	36	226	5	4	2	19	8	9	8	16
DANCR	811	357	1434	613	457	868	1101	1133	0	0	0	0	0	0	0	0
DAPK1	18	803	70	334	203	126	166	558	8	169	13	65	25	9	29	91
DAPK2	397	88	227	84	102	127	77	211	48	11	33	10	11	7	6	34
DARS-AS1	3	16	13	13	10	10	14	14	0	0	0	0	0	0	0	0
DAZL	167	4	51	5	5	16	4	3	0	0	0	0	0	0	0	0
DBF4B	445	418	724	867	438	735	689	524	10	18	33	20	25	40	16	38
DBH-AS1	1	1	3	3	13	4	4	2	0	0	0	0	0	0	0	0
DBIL5P	6	11	23	3	4	35	11	3	0	0	0	0	0	0	0	0
DBN1	205	398	110	411	166	392	155	179	24	84	11	24	17	38	26	20
DBNDD1	67	86	58	34	11	19	63	12	3	13	2	3	2	2	7	4
DBNDD2	7	4	4	6	1	3	4	2	45	78	24	27	35	34	32	23
DCAF13P3	25	2	12	19	18	9	11	7	0	0	0	0	0	0	0	0
DCAF4L1	38	19	16	15	18	24	17	7	0	0	0	0	0	0	0	0
DCAF4L2	1	1	3	4	2	2	2	1	0	0	0	0	0	0	0	0
DCAF8L1	5	1	9	19	6	6	8	5	0	0	0	0	0	0	0	0
DCAF8L2	5	1	8	13	6	6	8	5	1	1	1	1	1	0	0	1
DCANP1	6	206	3	12	14	0	0	51	0	0	0	0	0	0	0	0
DCBLD1	1	71	22	41	8	6	18	128	0	16	2	9	2	4	5	7
DCBLD2	12	16	31	41	60	15	19	50	19	13	6	14	1	14	17	7
DCC	1	2	1	2	1	1	2	1	0	0	0	0	0	0	0	0
DCDC2B	2	1	4	2	6	2	3	2	0	0	0	0	0	0	0	0
DCHS1	21	19	22	70	30	39	57	47	6	7	7	10	4	14	7	16
DCHS2	1	2	1	2	1	1	1	1	0	0	0	0	0	0	0	0
DCLK1	13	1	13	16	4	4	5	3	19	4	6	4	1	16	9	2
DCLK2	5	112	45	91	1	13	1	11800	0	10	4	9	0	0	0	1192
DCLK3	1	0	2	3	1	1	2	3	0	0	0	0	0	0	0	0
DCLRE1A	376	547	346	176	360	365	308	365	20	33	31	21	47	60	45	19
DCN	5	1	6	13	5	6	7	5	0	0	0	0	0	0	0	0
DCST2	1	2	2	2	7	1	3	4	0	0	0	0	0	0	0	0
DCSTAMP	0	4	1	27	105	30	7	48	0	1	3	8	11	4	1	10
DCUN1D2	255	313	455	307	380	391	491	422	4	12	18	7	9	17	27	20
DCUN1D3	138	524	170	355	478	221	212	158	2	57	10	11	18	8	13	16
DCUN1D4	372	353	207	185	415	298	374	166	13	33	19	31	62	32	36	17
DCX	1	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0
DDAH1	1	82	4	8	8	12	1	37	0	0	0	0	0	0	0	0
DDIAS	209	548	92	199	90	427	269	568	18	31	11	30	15	37	26	32
DDIT4L	1	23	1	1	1	1	1	7	0	0	0	0	0	0	0	0
DDN	5	22	9	24	39	10	33	7	3	3	2	4	5	1	3	4
DDO	2	31	5	10	28	10	3	9	0	0	0	0	0	0	0	0
DDR2	123	81	221	359	64	97	199	126	155	25	53	69	19	58	41	49
DDT	24	102	16	55	24	26	15	29	115	114	51	72	64	116	93	67
DDTL	41	79	95	52	62	55	56	56	42	87	16	41	21	64	51	13
DDX11-AS1	7	21	18	15	15	40	14	22	0	0	0	0	0	0	0	0
DDX11L1	2	7	1	2	1	0	0	6	0	0	0	0	0	0	0	0
DDX11L16	6	5	1	2	0	1	2	1	0	0	0	0	0	0	0	0
DDX11L2	36	51	11	36	12	7	10	42	0	0	0	0	0	0	0	0
DDX11L5	2	6	1	2	0	0	1	5	0	0	0	0	0	0	0	0
DDX11L9	3	4	1	1	0	1	0	4	0	0	0	0	0	0	0	0
DDX12P	193	589	280	382	242	203	299	564	0	0	0	0	0	0	0	0
DDX25	1	0	2	4	1	6	1	5	0	0	0	0	0	0	0	0
DDX39B	0	0	0	0	0	0	0	0	2507	1987	2325	1863	1598	2722	2052	1921
DDX3Y	4094	2	149	158	2156	3	2778	2	240	34	30	67	248	28	269	11
DDX43	1	160	3	3	1	1	80	1	0	31	1	0	1	0	16	0
DDX60L	128	550	114	96	333	163	100	140	15	73	32	45	110	33	35	35
DECR2	41	58	47	73	31	71	48	37	18	17	11	13	8	34	20	17
DEFB131	1	0	1	3	1	1	1	1	0	0	0	0	0	0	0	0
DEGS2	20	18	12	32	3	19	28	27	30	9	10	6	2	14	25	8
DENND2A	5	1	7	15	5	6	7	11	0	0	0	0	0	0	0	0
DENND2C	4	9	17	26	39	15	76	22	1	1	1	1	2	1	4	1
DENND3	26	1985	77	1923	3205	853	111	191	3	426	11	125	659	132	25	28
DENND6B	324	278	142	154	157	305	282	27	64	67	22	18	19	62	94	11
DEPDC1	24	314	22	83	164	50	30	222	1	21	5	19	22	4	4	27
DEPDC1B	29	385	54	291	434	247	130	575	2	65	11	54	42	33	18	59
DEPDC4	6	27	7	6	4	26	2	34	2	7	5	2	4	3	1	5
DEPDC7	24	59	7	17	3	42	25	6	0	23	2	4	1	0	4	5
DEPTOR	59	19	48	95	32	15	36	231	32	13	20	31	6	15	20	36
DERL3	46	146	116	122	169	261	54	349	6	22	18	26	24	31	9	57
DES	10	2	36	41	11	37	14	9	39	18	35	56	9	47	55	83
DET1	44	52	109	54	64	79	81	74	3	13	8	7	6	9	9	23
DEXI	368	306	1061	286	690	501	611	256	19	15	10	21	16	23	27	8
DFNA5	65	239	71	86	58	373	10	149	18	98	4	16	7	60	1	16
DFNB59	22	34	33	14	20	37	28	37	0	0	0	0	0	0	0	0
DGAT2	326	625	538	647	145	463	738	2132	53	104	66	51	12	52	75	305
DGCR11	18	35	41	14	24	25	30	61	0	0	0	0	0	0	0	0
DGCR6	13	38	27	28	21	17	21	29	3	8	6	11	6	8	11	8
DGCR6L	134	161	199	297	129	180	148	304	19	13	23	51	27	38	45	57
DGKG	1299	218	2313	339	1929	2082	1130	32	355	46	184	29	261	210	130	5
DGKH	585	1965	148	222	604	123	142	49	28	93	44	16	79	16	23	13
DGKI	10	4	1	13	1	1	1	1	5	0	0	2	3	1	1	0
DGKQ	266	247	433	327	322	210	345	487	28	36	34	21	25	8	17	44
DGUOK-AS1	128	19	126	24	18	167	66	18	0	0	0	0	0	0	0	0
DHDH	3	1	3	9	1	8	0	6	0	0	0	0	0	0	0	0
DHFR	245	2053	86	1682	570	1209	277	1194	31	632	20	163	44	178	32	27
DHFRL1	609	277	519	138	109	262	481	541	22	22	32	9	5	22	15	20
DHH	6	2	6	19	7	7	9	13	1	1	2	2	1	12	9	2
DHRS11	87	85	162	126	86	166	255	180	9	8	11	14	10	14	17	28
DHRS12	89	75	217	101	150	137	112	127	19	21	30	16	28	39	43	23
